Context,File Name,AudioLink,class,helper
Feeding,25433.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\25433.wav,0,0.461943638
Feeding,25547.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\25547.wav,0,0.702484083
Feeding,26140.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\26140.wav,0,0.757597298
Fighting,26568.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\26568.wav,1,0.296040628
Feeding,27014.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\27014.wav,0,0.91994312
Feeding,27018.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\27018.wav,0,0.685698654
Feeding,27019.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\27019.wav,0,0.224341197
Fighting,27494.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\27494.wav,1,0.081677463
Fighting,27498.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\27498.wav,1,0.866129687
Feeding,27886.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\27886.wav,0,0.870008189
Feeding,28308.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\28308.wav,0,0.903461923
Fighting,29215.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\29215.wav,1,0.371281857
Feeding,29312.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\29312.wav,0,0.426593376
Feeding,29561.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\29561.wav,0,0.090772909
Feeding,29578.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\29578.wav,0,0.903573254
Feeding,296.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\296.wav,0,0.972347568
Feeding,29613.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\29613.wav,0,0.199552359
Feeding,29642.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\29642.wav,0,0.11962953
Fighting,29698.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\29698.wav,1,0.061185462
Feeding,299.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\299.wav,0,0.108752671
Feeding,300.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\300.wav,0,0.21387567
Feeding,3020.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\3020.wav,0,0.625518383
Feeding,30204.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\30204.wav,0,0.328623652
Feeding,3027.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\3027.wav,0,0.275890968
Feeding,3039.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\3039.wav,0,0.322144922
Fighting,30423.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\30423.wav,1,0.705486296
Feeding,3044.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\3044.wav,0,0.423749822
Feeding,3048.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\3048.wav,0,0.776044161
Feeding,3057.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\3057.wav,0,0.020049269
Feeding,3077.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\3077.wav,0,0.385866953
Feeding,3078.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\3078.wav,0,0.336146829
Feeding,3083.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\3083.wav,0,0.585688607
Feeding,311.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\311.wav,0,0.784996627
Feeding,31370.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\31370.wav,0,0.014968561
Fighting,31470.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\31470.wav,1,0.631465629
Fighting,31655.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\31655.wav,1,0.292053809
Fighting,32149.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\32149.wav,1,0.851864074
Feeding,32166.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\32166.wav,0,0.641784714
Feeding,32167.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\32167.wav,0,0.316240079
Feeding,32901.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\32901.wav,0,0.77581989
Feeding,33088.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\33088.wav,0,0.171900333
Feeding,33210.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\33210.wav,0,0.124368265
Feeding,33249.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\33249.wav,0,0.762413891
Feeding,33285.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\33285.wav,0,0.437796146
Feeding,33469.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\33469.wav,0,0.162955848
Feeding,33482.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\33482.wav,0,0.438233138
Feeding,33503.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\33503.wav,0,0.895399492
Feeding,33746.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\33746.wav,0,0.712704231
Feeding,33748.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\33748.wav,0,0.371618916
Fighting,33831.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\33831.wav,1,0.589515076
Fighting,33904.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\33904.wav,1,0.541697614
Feeding,33979.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\33979.wav,0,0.171692536
Feeding,33994.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\33994.wav,0,0.259095796
Fighting,34449.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\34449.wav,1,0.166941019
Feeding,34496.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\34496.wav,0,0.677406754
Feeding,34497.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\34497.wav,0,0.398484975
Feeding,34501.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\34501.wav,0,0.151496619
Feeding,348.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\348.wav,0,0.127595534
Fighting,35030.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\35030.wav,1,0.599257734
Feeding,35183.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\35183.wav,0,0.796551713
Feeding,35197.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\35197.wav,0,0.149876867
Feeding,35434.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\35434.wav,0,0.952387959
Feeding,35435.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\35435.wav,0,0.892663551
Feeding,3546.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\3546.wav,0,0.202566424
Feeding,35468.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\35468.wav,0,0.361929159
Feeding,35570.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\35570.wav,0,0.778858918
Feeding,35575.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\35575.wav,0,0.394943976
Feeding,35582.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\35582.wav,0,0.187665944
Fighting,35689.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\35689.wav,1,0.421302539
Feeding,35756.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\35756.wav,0,0.176225508
Fighting,36444.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\36444.wav,1,0.032497957
Feeding,3656.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\3656.wav,0,0.903327799
Feeding,36803.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\36803.wav,0,0.422976684
Feeding,36814.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\36814.wav,0,0.934584763
Feeding,36819.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\36819.wav,0,0.173327168
Fighting,36967.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\36967.wav,1,0.105172048
Feeding,37132.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\37132.wav,0,0.299263028
Feeding,37142.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\37142.wav,0,0.697899205
Feeding,37249.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\37249.wav,0,0.81773073
Feeding,37527.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\37527.wav,0,0.906000161
Feeding,37532.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\37532.wav,0,0.658133731
Feeding,37533.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\37533.wav,0,0.549685604
Feeding,37579.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\37579.wav,0,0.566386902
Fighting,37604.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\37604.wav,1,0.547590245
Feeding,37651.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\37651.wav,0,0.973614622
Feeding,37652.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\37652.wav,0,0.640588641
Feeding,37676.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\37676.wav,0,0.227032798
Feeding,37677.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\37677.wav,0,0.061406206
Feeding,37678.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\37678.wav,0,0.390145225
Feeding,37680.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\37680.wav,0,0.511569188
Feeding,37684.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\37684.wav,0,0.048652708
Feeding,37694.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\37694.wav,0,0.297740549
Feeding,37696.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\37696.wav,0,0.095674081
Feeding,37728.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\37728.wav,0,0.850879294
Feeding,37755.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\37755.wav,0,0.095864226
Feeding,37763.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\37763.wav,0,0.574921044
Feeding,37770.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\37770.wav,0,0.938849418
Feeding,37980.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\37980.wav,0,0.552203438
Feeding,37982.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\37982.wav,0,0.434467406
Feeding,38001.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\38001.wav,0,0.655179386
Feeding,38004.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\38004.wav,0,0.385982186
Feeding,38007.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\38007.wav,0,0.265388613
Feeding,3817.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\3817.wav,0,0.982775324
Feeding,3819.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\3819.wav,0,0.818234811
Feeding,38197.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\38197.wav,0,0.089451563
Feeding,382.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\382.wav,0,0.188643223
Feeding,38206.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\38206.wav,0,0.233960279
Feeding,3824.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\3824.wav,0,0.333289122
Feeding,38413.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\38413.wav,0,0.255021897
Feeding,38444.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\38444.wav,0,0.53455475
Feeding,38445.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\38445.wav,0,0.530658211
Feeding,38448.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\38448.wav,0,0.917617548
Feeding,38581.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\38581.wav,0,0.030301002
Feeding,38590.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\38590.wav,0,0.02769393
Feeding,38591.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\38591.wav,0,0.662620879
Feeding,38592.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\38592.wav,0,0.734969369
Feeding,38594.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\38594.wav,0,0.150054134
Feeding,38596.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\38596.wav,0,0.288125639
Fighting,3871.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\3871.wav,1,0.312856472
Feeding,38731.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\38731.wav,0,0.215388689
Feeding,38732.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\38732.wav,0,0.965897753
Feeding,38784.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\38784.wav,0,0.297072994
Feeding,38872.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\38872.wav,0,0.66658179
Feeding,38882.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\38882.wav,0,0.668839433
Feeding,38901.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\38901.wav,0,0.11546044
Feeding,38905.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\38905.wav,0,0.674986335
Feeding,38913.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\38913.wav,0,0.565372485
Feeding,38914.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\38914.wav,0,0.406512528
Feeding,38915.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\38915.wav,0,0.242254364
Feeding,38980.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\38980.wav,0,0.28542544
Feeding,39018.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39018.wav,0,0.589972063
Feeding,39023.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39023.wav,0,0.648606115
Feeding,39073.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39073.wav,0,0.217230801
Feeding,39074.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39074.wav,0,0.136415899
Feeding,39079.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39079.wav,0,0.723613705
Feeding,39178.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39178.wav,0,0.547551899
Feeding,3919.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\3919.wav,0,0.104409677
Feeding,39220.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39220.wav,0,0.170657748
Feeding,39228.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39228.wav,0,0.469799953
Feeding,39229.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39229.wav,0,0.744858706
Feeding,39232.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39232.wav,0,0.302543687
Feeding,39413.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39413.wav,0,0.088098822
Feeding,39434.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39434.wav,0,0.642586108
Feeding,39444.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39444.wav,0,0.514069505
Feeding,39445.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39445.wav,0,0.257549226
Feeding,39691.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39691.wav,0,0.101608487
Feeding,39702.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39702.wav,0,0.041036594
Feeding,39722.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39722.wav,0,0.665304467
Feeding,39933.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39933.wav,0,0.5766405
Feeding,39967.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39967.wav,0,0.194684803
Feeding,4016.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\4016.wav,0,0.738940564
Feeding,40258.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\40258.wav,0,0.034438382
Feeding,40274.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\40274.wav,0,0.498876191
Feeding,40277.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\40277.wav,0,0.873505673
Feeding,40288.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\40288.wav,0,0.351391138
Feeding,40558.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\40558.wav,0,0.006179162
Feeding,40568.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\40568.wav,0,0.969130094
Feeding,40577.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\40577.wav,0,0.699230056
Feeding,40589.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\40589.wav,0,0.348861359
Feeding,40595.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\40595.wav,0,0.084899234
Feeding,40614.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\40614.wav,0,0.717312889
Feeding,40617.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\40617.wav,0,0.090071667
Feeding,40630.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\40630.wav,0,0.222875534
Feeding,40981.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\40981.wav,0,0.560539032
Feeding,41004.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41004.wav,0,0.404803987
Feeding,41005.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41005.wav,0,0.098428728
Feeding,41038.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41038.wav,0,0.905164725
Feeding,41444.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41444.wav,0,0.542762218
Feeding,41452.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41452.wav,0,0.238047239
Feeding,41461.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41461.wav,0,0.652010556
Feeding,41462.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41462.wav,0,0.02886138
Feeding,41476.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41476.wav,0,0.481264924
Feeding,41484.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41484.wav,0,0.329733079
Feeding,41500.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41500.wav,0,0.179797789
Fighting,4153.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\4153.wav,1,0.339017669
Feeding,41920.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41920.wav,0,0.271255894
Feeding,41972.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41972.wav,0,0.705676465
Feeding,41973.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41973.wav,0,0.905322135
Feeding,41994.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41994.wav,0,0.458322178
Feeding,41999.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41999.wav,0,0.592130877
Feeding,42013.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\42013.wav,0,0.081016512
Feeding,42035.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\42035.wav,0,0.766595881
Feeding,4233.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\4233.wav,0,0.775848745
Feeding,42431.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\42431.wav,0,0.095730643
Feeding,42466.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\42466.wav,0,0.359745303
Feeding,42467.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\42467.wav,0,0.147332369
Feeding,42806.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\42806.wav,0,0.932417174
Feeding,42831.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\42831.wav,0,0.835769061
Feeding,42858.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\42858.wav,0,0.752995703
Feeding,42937.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\42937.wav,0,0.635837037
Feeding,42939.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\42939.wav,0,0.078937552
Feeding,43020.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43020.wav,0,0.697049304
Feeding,43157.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43157.wav,0,0.812182876
Feeding,43160.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43160.wav,0,0.501785918
Feeding,43161.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43161.wav,0,0.333943146
Feeding,43185.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43185.wav,0,0.80802425
Feeding,43558.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43558.wav,0,0.247375505
Feeding,43564.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43564.wav,0,0.920465083
Feeding,43567.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43567.wav,0,0.939805002
Feeding,43573.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43573.wav,0,0.3202424
Feeding,43574.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43574.wav,0,0.52963877
Feeding,43575.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43575.wav,0,0.706901163
Feeding,43593.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43593.wav,0,0.21869575
Feeding,43610.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43610.wav,0,0.201434591
Feeding,43626.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43626.wav,0,0.278393791
Feeding,43633.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43633.wav,0,0.598218325
Feeding,43634.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43634.wav,0,0.684273652
Feeding,43861.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43861.wav,0,0.360080744
Feeding,43873.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43873.wav,0,0.773036478
Feeding,43875.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43875.wav,0,0.106827173
Feeding,43878.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43878.wav,0,0.269400787
Feeding,43881.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43881.wav,0,0.885773987
Feeding,43887.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43887.wav,0,0.348985033
Feeding,43888.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43888.wav,0,0.363420873
Feeding,43901.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43901.wav,0,0.574262287
Feeding,43921.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43921.wav,0,0.228743662
Feeding,43932.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43932.wav,0,0.577810733
Feeding,43936.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43936.wav,0,0.368251697
