Context,File Name,AudioLink,click,class,helper
Feeding,38976.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\38976.wav,38976.wav,0,0.628324785
Feeding,3898.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\3898.wav,3898.wav,0,0.060079811
Feeding,38980.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\38980.wav,38980.wav,0,0.28542544
Feeding,39011.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39011.wav,39011.wav,0,0.072592604
Feeding,39018.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39018.wav,39018.wav,0,0.589972063
Feeding,39023.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39023.wav,39023.wav,0,0.648606115
Feeding,39070.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39070.wav,39070.wav,0,0.891914475
Feeding,39073.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39073.wav,39073.wav,0,0.217230801
Feeding,39074.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39074.wav,39074.wav,0,0.136415899
Feeding,39079.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39079.wav,39079.wav,0,0.723613705
Feeding,39165.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39165.wav,39165.wav,0,0.725563222
Feeding,39175.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39175.wav,39175.wav,0,0.696234534
Feeding,39176.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39176.wav,39176.wav,0,0.637785628
Feeding,39178.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39178.wav,39178.wav,0,0.547551899
Feeding,39180.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39180.wav,39180.wav,0,0.297600498
Feeding,39183.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39183.wav,39183.wav,0,0.512973724
Feeding,3919.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\3919.wav,3919.wav,0,0.104409677
Feeding,39220.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39220.wav,39220.wav,0,0.170657748
Feeding,39223.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39223.wav,39223.wav,0,0.239843435
Feeding,39228.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39228.wav,39228.wav,0,0.469799953
Feeding,39229.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39229.wav,39229.wav,0,0.744858706
Feeding,39232.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39232.wav,39232.wav,0,0.302543687
Feeding,39239.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39239.wav,39239.wav,0,0.353920142
Feeding,39283.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39283.wav,39283.wav,0,0.117581754
Feeding,39298.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39298.wav,39298.wav,0,0.199028246
Feeding,39331.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39331.wav,39331.wav,0,0.65522696
Feeding,39413.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39413.wav,39413.wav,0,0.088098822
Feeding,39421.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39421.wav,39421.wav,0,0.607973804
Feeding,39429.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39429.wav,39429.wav,0,0.22275395
Feeding,39434.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39434.wav,39434.wav,0,0.642586108
Feeding,39444.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39444.wav,39444.wav,0,0.514069505
Feeding,39445.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39445.wav,39445.wav,0,0.257549226
Feeding,39691.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39691.wav,39691.wav,0,0.101608487
Feeding,39702.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39702.wav,39702.wav,0,0.041036594
Feeding,39722.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39722.wav,39722.wav,0,0.665304467
Feeding,39933.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39933.wav,39933.wav,0,0.5766405
Feeding,39951.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39951.wav,39951.wav,0,0.364949751
Feeding,39967.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\39967.wav,39967.wav,0,0.194684803
Feeding,4016.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\4016.wav,4016.wav,0,0.738940564
Feeding,4019.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\4019.wav,4019.wav,0,0.038423842
Feeding,40258.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\40258.wav,40258.wav,0,0.034438382
Feeding,40274.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\40274.wav,40274.wav,0,0.498876191
Feeding,40277.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\40277.wav,40277.wav,0,0.873505673
Feeding,40288.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\40288.wav,40288.wav,0,0.351391138
Feeding,40558.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\40558.wav,40558.wav,0,0.006179162
Feeding,40568.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\40568.wav,40568.wav,0,0.969130094
Feeding,40577.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\40577.wav,40577.wav,0,0.699230056
Feeding,40589.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\40589.wav,40589.wav,0,0.348861359
Feeding,40595.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\40595.wav,40595.wav,0,0.084899234
Feeding,40614.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\40614.wav,40614.wav,0,0.717312889
Feeding,40617.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\40617.wav,40617.wav,0,0.090071667
Feeding,40630.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\40630.wav,40630.wav,0,0.222875534
Feeding,4078.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\4078.wav,4078.wav,0,0.36558953
Feeding,40981.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\40981.wav,40981.wav,0,0.560539032
Feeding,41003.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41003.wav,41003.wav,0,0.972977531
Feeding,41004.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41004.wav,41004.wav,0,0.404803987
Feeding,41005.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41005.wav,41005.wav,0,0.098428728
Feeding,41026.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41026.wav,41026.wav,0,0.872103954
Feeding,41034.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41034.wav,41034.wav,0,0.731028983
Feeding,41038.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41038.wav,41038.wav,0,0.905164725
Feeding,41048.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41048.wav,41048.wav,0,0.544287245
Feeding,41443.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41443.wav,41443.wav,0,0.126172771
Feeding,41444.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41444.wav,41444.wav,0,0.542762218
Feeding,41446.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41446.wav,41446.wav,0,0.787736275
Feeding,41452.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41452.wav,41452.wav,0,0.238047239
Feeding,41459.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41459.wav,41459.wav,0,0.443006
Feeding,41461.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41461.wav,41461.wav,0,0.652010556
Feeding,41462.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41462.wav,41462.wav,0,0.02886138
Feeding,41473.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41473.wav,41473.wav,0,0.45747971
Feeding,41476.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41476.wav,41476.wav,0,0.481264924
Feeding,41483.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41483.wav,41483.wav,0,0.617431169
Feeding,41484.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41484.wav,41484.wav,0,0.329733079
Feeding,41496.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41496.wav,41496.wav,0,0.713170792
Feeding,41500.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41500.wav,41500.wav,0,0.179797789
Feeding,41920.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41920.wav,41920.wav,0,0.271255894
Feeding,41939.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41939.wav,41939.wav,0,0.161682327
Feeding,41972.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41972.wav,41972.wav,0,0.705676465
Feeding,41973.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41973.wav,41973.wav,0,0.905322135
Feeding,41994.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41994.wav,41994.wav,0,0.458322178
Feeding,41999.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\41999.wav,41999.wav,0,0.592130877
Feeding,42003.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\42003.wav,42003.wav,0,0.446962514
Feeding,42013.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\42013.wav,42013.wav,0,0.081016512
Feeding,42031.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\42031.wav,42031.wav,0,0.466267738
Feeding,42035.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\42035.wav,42035.wav,0,0.766595881
Feeding,4231.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\4231.wav,4231.wav,0,0.042511475
Feeding,4233.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\4233.wav,4233.wav,0,0.775848745
Feeding,42383.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\42383.wav,42383.wav,0,0.276463602
Feeding,42418.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\42418.wav,42418.wav,0,0.476346337
Feeding,42431.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\42431.wav,42431.wav,0,0.095730643
Feeding,42466.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\42466.wav,42466.wav,0,0.359745303
Feeding,42467.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\42467.wav,42467.wav,0,0.147332369
Feeding,42806.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\42806.wav,42806.wav,0,0.932417174
Feeding,42830.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\42830.wav,42830.wav,0,0.299894051
Feeding,42831.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\42831.wav,42831.wav,0,0.835769061
Feeding,42836.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\42836.wav,42836.wav,0,0.151307435
Feeding,42858.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\42858.wav,42858.wav,0,0.752995703
Feeding,42870.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\42870.wav,42870.wav,0,0.032695582
Feeding,42934.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\42934.wav,42934.wav,0,0.949736899
Feeding,42937.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\42937.wav,42937.wav,0,0.635837037
Feeding,42939.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\42939.wav,42939.wav,0,0.078937552
Feeding,43020.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43020.wav,43020.wav,0,0.697049304
Feeding,43038.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43038.wav,43038.wav,0,0.413526415
Feeding,43157.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43157.wav,43157.wav,0,0.812182876
Feeding,43158.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43158.wav,43158.wav,0,0.254783128
Feeding,43160.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43160.wav,43160.wav,0,0.501785918
Feeding,43161.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43161.wav,43161.wav,0,0.333943146
Feeding,43164.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43164.wav,43164.wav,0,0.827339944
Feeding,43172.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43172.wav,43172.wav,0,0.521333344
Feeding,43185.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43185.wav,43185.wav,0,0.80802425
Feeding,43223.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43223.wav,43223.wav,0,0.653073331
Feeding,43558.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43558.wav,43558.wav,0,0.247375505
Feeding,43563.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43563.wav,43563.wav,0,0.061373394
Feeding,43564.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43564.wav,43564.wav,0,0.920465083
Feeding,43565.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43565.wav,43565.wav,0,0.134516048
Feeding,43567.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43567.wav,43567.wav,0,0.939805002
Feeding,43573.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43573.wav,43573.wav,0,0.3202424
Feeding,43574.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43574.wav,43574.wav,0,0.52963877
Feeding,43575.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43575.wav,43575.wav,0,0.706901163
Feeding,43579.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43579.wav,43579.wav,0,0.174385177
Feeding,43580.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43580.wav,43580.wav,0,0.113157289
Feeding,43593.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43593.wav,43593.wav,0,0.21869575
Feeding,43597.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43597.wav,43597.wav,0,0.603258262
Feeding,43599.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43599.wav,43599.wav,0,0.620726744
Feeding,43610.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43610.wav,43610.wav,0,0.201434591
Feeding,43611.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43611.wav,43611.wav,0,0.210416361
Feeding,43622.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43622.wav,43622.wav,0,0.75344483
Feeding,43626.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43626.wav,43626.wav,0,0.278393791
Feeding,43633.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43633.wav,43633.wav,0,0.598218325
Feeding,43634.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43634.wav,43634.wav,0,0.684273652
Feeding,43646.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43646.wav,43646.wav,0,0.550945064
Feeding,43861.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43861.wav,43861.wav,0,0.360080744
Feeding,43873.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43873.wav,43873.wav,0,0.773036478
Feeding,43875.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43875.wav,43875.wav,0,0.106827173
Feeding,43878.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43878.wav,43878.wav,0,0.269400787
Feeding,43881.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43881.wav,43881.wav,0,0.885773987
Feeding,43886.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43886.wav,43886.wav,0,0.750251514
Feeding,43887.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43887.wav,43887.wav,0,0.348985033
Feeding,43888.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43888.wav,43888.wav,0,0.363420873
Feeding,43895.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43895.wav,43895.wav,0,0.528661801
Feeding,43900.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43900.wav,43900.wav,0,0.651579035
Feeding,43901.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43901.wav,43901.wav,0,0.574262287
Feeding,43921.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43921.wav,43921.wav,0,0.228743662
Feeding,43932.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43932.wav,43932.wav,0,0.577810733
Feeding,43934.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43934.wav,43934.wav,0,0.428404915
Feeding,43935.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43935.wav,43935.wav,0,0.238645484
Feeding,43936.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43936.wav,43936.wav,0,0.368251697
Feeding,43947.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43947.wav,43947.wav,0,0.813447385
Feeding,43954.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\43954.wav,43954.wav,0,0.902846862
Feeding,44308.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44308.wav,44308.wav,0,0.217304196
Feeding,44309.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44309.wav,44309.wav,0,0.621634521
Feeding,44316.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44316.wav,44316.wav,0,0.21105203
Feeding,44317.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44317.wav,44317.wav,0,0.317254952
Feeding,44319.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44319.wav,44319.wav,0,0.254995568
Feeding,44320.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44320.wav,44320.wav,0,0.220589406
Feeding,44322.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44322.wav,44322.wav,0,0.572551111
Feeding,44324.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44324.wav,44324.wav,0,0.848177546
Feeding,44326.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44326.wav,44326.wav,0,0.935817142
Feeding,44327.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44327.wav,44327.wav,0,0.6614852
Feeding,44331.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44331.wav,44331.wav,0,0.194753364
Feeding,44332.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44332.wav,44332.wav,0,0.501535379
Feeding,44345.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44345.wav,44345.wav,0,0.735287188
Feeding,44350.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44350.wav,44350.wav,0,0.926734281
Feeding,44354.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44354.wav,44354.wav,0,0.021908955
Feeding,44355.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44355.wav,44355.wav,0,0.874552388
Feeding,44360.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44360.wav,44360.wav,0,0.449589778
Feeding,44365.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44365.wav,44365.wav,0,0.330981303
Feeding,44369.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44369.wav,44369.wav,0,0.19408541
Feeding,44379.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44379.wav,44379.wav,0,0.563052554
Feeding,44380.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44380.wav,44380.wav,0,0.913300368
Feeding,44381.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44381.wav,44381.wav,0,0.390587464
Feeding,44382.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44382.wav,44382.wav,0,0.604865496
Feeding,44383.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44383.wav,44383.wav,0,0.353100949
Feeding,44391.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44391.wav,44391.wav,0,0.866786045
Feeding,44398.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44398.wav,44398.wav,0,0.720173615
Feeding,44419.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44419.wav,44419.wav,0,0.656503455
Feeding,44431.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44431.wav,44431.wav,0,0.891115446
Feeding,44933.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44933.wav,44933.wav,0,0.476008736
Feeding,44944.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44944.wav,44944.wav,0,0.439862133
Feeding,44946.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44946.wav,44946.wav,0,0.301964323
Feeding,44947.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44947.wav,44947.wav,0,0.363655705
Feeding,44959.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44959.wav,44959.wav,0,0.369487334
Feeding,44983.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44983.wav,44983.wav,0,0.096066807
Feeding,44989.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44989.wav,44989.wav,0,0.307111801
Feeding,44992.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44992.wav,44992.wav,0,0.837764864
Feeding,44994.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\44994.wav,44994.wav,0,0.23157755
Feeding,45014.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\45014.wav,45014.wav,0,0.006764445
Feeding,45015.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\45015.wav,45015.wav,0,0.21156078
Feeding,45024.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\45024.wav,45024.wav,0,0.060700918
Feeding,45026.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\45026.wav,45026.wav,0,0.405117037
Feeding,45366.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\45366.wav,45366.wav,0,0.100537738
Feeding,45374.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\45374.wav,45374.wav,0,0.582126851
Feeding,45376.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\45376.wav,45376.wav,0,0.200537173
Feeding,45383.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\45383.wav,45383.wav,0,0.679037543
Feeding,45387.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\45387.wav,45387.wav,0,0.459465172
Feeding,45388.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\45388.wav,45388.wav,0,0.467617315
Feeding,45389.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\45389.wav,45389.wav,0,0.725364315
Feeding,45396.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\45396.wav,45396.wav,0,0.415058402
Feeding,45400.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\45400.wav,45400.wav,0,0.792161989
Feeding,45401.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\45401.wav,45401.wav,0,0.448922435
